voltage,current,SOC
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.94657,-0.0,0.8
3.91617,1.38417,0.7999862068965518
3.90716,1.43153,0.7999724137931035
3.90394,1.44542,0.7999586206896552
3.90266,1.44868,0.7999448275862069
3.90201,1.4495,0.7999310344827586
3.90137,1.4495,0.7999172413793103
3.90073,1.45032,0.799903448275862
3.90073,1.4495,0.7998896551724138
3.90008,1.4495,0.7998758620689655
3.89944,1.45032,0.7998620689655173
3.89944,1.4495,0.799848275862069
3.8988,1.4495,0.7998344827586207
3.8988,1.4495,0.7998206896551724
3.8988,1.4495,0.7998068965517242
3.89815,1.45032,0.7997931034482759
3.89815,1.4495,0.7997793103448276
3.89751,1.4495,0.7997655172413793
3.89751,1.4495,0.799751724137931
3.89687,1.4495,0.7997379310344828
3.89687,1.4495,0.7997241379310345
3.89622,1.4495,0.7997103448275862
3.89622,1.4495,0.7996965517241379
3.89622,1.45032,0.7996827586206896
3.89558,1.4495,0.7996689655172413
3.89558,1.45032,0.7996551724137931
3.89558,1.4495,0.7996379310344828
3.89494,1.45032,0.7996241379310345
3.89494,1.45032,0.7996103448275862
3.89494,1.45032,0.7996
3.89494,1.45032,0.7995827586206896
3.89429,1.45032,0.7995689655172413
3.89429,1.4495,0.7995551724137931
3.89429,1.4495,0.7995413793103449
3.89365,1.4495,0.7995275862068966
3.89365,1.4495,0.7995137931034483
3.89365,1.45032,0.7995
3.89365,1.45032,0.7994862068965517
3.89301,1.45032,0.7994724137931034
3.89301,1.4495,0.7994586206896551
3.89301,1.45032,0.7994448275862069
3.89301,1.4495,0.7994310344827587
3.89236,1.4495,0.7994172413793104
3.89236,1.4495,0.7994034482758621
3.89236,1.4495,0.7993896551724138
3.89236,1.4495,0.7993758620689655
3.89172,1.4495,0.7993620689655172
3.89172,1.4495,0.7993482758620689
3.89172,1.4495,0.7993344827586207
3.89172,1.4495,0.7993206896551724
3.89108,1.4495,0.7993068965517242
3.89108,1.4495,0.7992931034482759
3.89108,1.4495,0.7992793103448276
3.89108,1.4495,0.7992655172413793
3.89043,1.45032,0.7992517241379311
3.89043,1.4495,0.7992379310344828
3.89043,1.4495,0.7992241379310345
3.89043,1.4495,0.7992103448275862
3.89043,1.4495,0.799196551724138
3.89043,1.4495,0.7991827586206897
3.88979,1.4495,0.7991689655172414
3.88979,1.4495,0.7991551724137931
3.88979,1.4495,0.7991413793103448
3.88979,1.4495,0.7991275862068965
3.88915,1.4495,0.7991137931034482
3.88915,1.4495,0.799096551724138
3.88915,1.4495,0.7990827586206897
3.88915,1.4495,0.7990689655172414
3.88915,1.4495,0.7990551724137931
3.8885,1.4495,0.7990413793103448
3.8885,1.4495,0.7990275862068965
3.8885,1.45032,0.7990137931034482
3.8885,1.45032,0.799
3.8885,1.45032,0.7989862068965518
3.88786,1.45032,0.7989724137931035
3.88786,1.4495,0.7989586206896552
3.88786,1.4495,0.7989448275862069
3.88786,1.4495,0.7989310344827586
3.88786,1.4495,0.7989172413793103
3.88721,1.4495,0.798903448275862
3.88721,1.4495,0.7988896551724138
3.88721,1.4495,0.7988758620689655
3.88721,1.45032,0.7988620689655173
3.88721,1.45032,0.798848275862069
3.88657,1.45032,0.7988344827586207
3.88657,1.45032,0.7988206896551724
3.88657,1.45032,0.7988068965517241
3.88657,1.45032,0.7987931034482758
3.88657,1.45032,0.7987793103448276
3.88657,1.4495,0.7987655172413793
3.88593,1.4495,0.798751724137931
3.88593,1.4495,0.7987344827586207
3.88593,1.4495,0.7987241379310345
3.88593,1.45032,0.7987103448275862
3.88528,1.4495,0.798696551724138
3.88528,1.45032,0.7986827586206897
3.88528,1.45032,0.7986689655172414
3.88528,1.45032,0.7986551724137931
3.88528,1.4495,0.7986379310344828
3.88528,1.4495,0.7986241379310345
3.88464,1.4495,0.7986137931034483
3.88464,1.4495,0.7986137931034483
3.91311,-0.0,0.7986137931034483
3.92277,-0.0,0.7986137931034483
3.92663,-0.0,0.7986137931034483
3.92791,-0.0,0.7986137931034483
3.9292,-0.0,0.7986137931034483
3.9292,-0.0,0.7986137931034483
3.92984,-0.0,0.7986137931034483
3.93049,-0.0,0.7986137931034483
3.93049,-0.0,0.7986137931034483
3.93113,-0.0,0.7986137931034483
3.93113,-0.0,0.7986137931034483
3.93113,-0.0,0.7986137931034483
3.93113,-0.0,0.7986137931034483
3.93177,-0.0,0.7986137931034483
3.93177,-0.0,0.7986137931034483
3.93177,-0.0,0.7986137931034483
3.93177,-0.0,0.7986137931034483
3.93242,-0.0,0.7986137931034483
3.93242,-0.0,0.7986137931034483
3.93242,-0.0,0.7986137931034483
3.93306,-0.0,0.7986137931034483
3.93306,-0.0,0.7986137931034483
3.93306,-0.0,0.7986137931034483
3.93306,-0.0,0.7986137931034483
3.93306,-0.0,0.7986137931034483
3.9337,-0.0,0.7986137931034483
3.9337,-0.0,0.7986137931034483
3.9337,-0.0,0.7986137931034483
3.9337,-0.0,0.7986137931034483
3.9337,-0.0,0.7986137931034483
3.9337,-0.0,0.7986137931034483
3.9337,-0.0,0.7986137931034483
3.9337,-0.0,0.7986137931034483
3.93435,-0.0,0.7986137931034483
3.93435,-0.0,0.7986137931034483
3.93435,-0.0,0.7986137931034483
3.93435,-0.0,0.7986137931034483
3.93435,-0.0,0.7986137931034483
3.93435,-0.0,0.7986137931034483
3.93435,-0.0,0.7986137931034483
3.93435,-0.0,0.7986137931034483
3.93499,-0.0,0.7986137931034483
3.93499,-0.0,0.7986137931034483
3.93499,-0.0,0.7986137931034483
3.93499,-0.0,0.7986137931034483
3.93499,-0.0,0.7986137931034483
3.93499,-0.0,0.7986137931034483
3.93499,-0.0,0.7986137931034483
3.93499,-0.0,0.7986137931034483
