voltage,current,SOC
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
4.07589,-0.0,0.9486137931034483
3.89301,2.89002,0.9485862068965517
3.77913,2.89737,0.9485586206896551
3.71737,2.899,0.9485310344827587
3.68134,2.899,0.9485034482758621
3.65625,2.899,0.9484758620689655
3.63888,2.89982,0.9484482758620689
3.62858,2.899,0.9484172413793104
3.62086,2.899,0.9483896551724138
3.61443,2.89982,0.9483620689655172
3.61057,2.899,0.9483344827586206
3.60671,2.899,0.9483068965517242
3.60413,2.89982,0.9482793103448276
3.60156,2.899,0.948251724137931
3.59963,2.899,0.9482241379310344
3.5977,2.899,0.948196551724138
3.59641,2.89982,0.9481689655172414
3.59513,2.89982,0.9481413793103448
3.59384,2.899,0.9481137931034482
3.59255,2.89982,0.9480862068965518
3.59191,2.89982,0.9480586206896552
3.59062,2.899,0.9480310344827586
3.58934,2.89982,0.948003448275862
3.58869,2.89982,0.9479758620689656
3.58805,2.899,0.947948275862069
3.58741,2.899,0.9479206896551724
3.58612,2.899,0.9478931034482758
3.58548,2.899,0.9478655172413794
3.58483,2.89982,0.9478344827586207
3.58419,2.899,0.9478068965517241
3.58355,2.899,0.9477793103448275
3.5829,2.899,0.9477517241379311
3.5829,2.89982,0.9477241379310345
3.58226,2.89982,0.9476965517241379
3.58162,2.89982,0.9476689655172413
3.58097,2.89982,0.9476413793103449
3.58033,2.899,0.9476137931034483
3.58033,2.899,0.9475862068965517
3.57969,2.899,0.9475586206896551
3.57904,2.899,0.9475310344827587
3.5784,2.899,0.9475034482758621
3.5784,2.899,0.9474758620689655
3.57776,2.899,0.9474482758620689
3.57776,2.899,0.9474206896551725
3.57711,2.899,0.9473896551724138
3.57647,2.89982,0.9473620689655172
3.57647,2.89982,0.9473344827586206
3.57583,2.899,0.9473068965517242
3.57518,2.89982,0.9472793103448276
3.57518,2.89982,0.947251724137931
3.57454,2.89982,0.9472241379310344
3.57454,2.89982,0.947196551724138
3.5739,2.899,0.9471689655172414
3.5739,2.899,0.9471413793103448
3.57325,2.89982,0.9471137931034482
3.57325,2.899,0.9470862068965518
3.57261,2.899,0.9470586206896552
3.57261,2.899,0.9470310344827586
3.57261,2.89982,0.947003448275862
3.57197,2.89982,0.9469758620689656
3.57197,2.899,0.946948275862069
3.57132,2.89982,0.9469206896551724
3.57132,2.89982,0.9468896551724137
3.57068,2.89982,0.9468620689655173
3.57068,2.899,0.9468379310344828
3.57068,2.899,0.9468068965517241
3.57004,2.899,0.9467793103448275
3.57004,2.899,0.9467517241379311
3.56939,2.899,0.9467241379310345
3.56939,2.899,0.9466965517241379
3.56939,2.899,0.9466689655172413
3.56875,2.899,0.9466413793103449
3.56875,2.899,0.9466137931034483
3.56811,2.899,0.9465862068965517
3.56811,2.899,0.9465586206896551
3.56746,2.899,0.9465310344827587
3.56746,2.89982,0.9465034482758621
3.56746,2.899,0.9464758620689655
3.56682,2.89982,0.9464482758620689
3.56682,2.89982,0.9464206896551725
3.56682,2.899,0.9463931034482759
3.56618,2.89982,0.9463655172413793
3.56618,2.89982,0.9463344827586206
3.56553,2.899,0.9463068965517242
3.56553,2.899,0.9462793103448276
3.56553,2.89982,0.946251724137931
3.56553,2.899,0.9462241379310344
3.56489,2.899,0.946196551724138
3.56489,2.899,0.9461689655172414
3.56425,2.899,0.9461413793103448
3.56425,2.899,0.9461137931034482
3.56425,2.899,0.9460862068965518
3.56425,2.89982,0.9460586206896552
3.5636,2.89982,0.9460310344827586
3.5636,2.899,0.946003448275862
3.5636,2.899,0.9459758620689656
3.56296,2.899,0.945948275862069
3.56296,2.899,0.9459206896551724
3.56296,2.899,0.9458931034482758
3.56296,2.89982,0.9458620689655173
3.56232,2.899,0.9458344827586207
3.56232,2.89982,0.9458344827586207
3.68535,-0.0,0.9458344827586207
3.79087,-0.0,0.9458344827586207
3.84749,-0.0,0.9458344827586207
3.87515,-0.0,0.9458344827586207
3.89832,-0.0,0.9458344827586207
3.91376,-0.0,0.9458344827586207
3.92663,-0.0,0.9458344827586207
3.93628,-0.0,0.9458344827586207
3.94593,-0.0,0.9458344827586207
3.953,-0.0,0.9458344827586207
3.95944,-0.0,0.9458344827586207
3.96587,-0.0,0.9458344827586207
3.97166,-0.0,0.9458344827586207
3.97617,-0.0,0.9458344827586207
3.98067,-0.0,0.9458344827586207
3.98389,-0.0,0.9458344827586207
3.98775,-0.0,0.9458344827586207
3.99096,-0.0,0.9458344827586207
3.99354,-0.0,0.9458344827586207
3.99611,-0.0,0.9458344827586207
3.99869,-0.0,0.9458344827586207
4.00062,-0.0,0.9458344827586207
4.00319,-0.0,0.9458344827586207
4.00448,-0.0,0.9458344827586207
4.00641,-0.0,0.9458344827586207
4.00769,-0.0,0.9458344827586207
4.00962,-0.0,0.9458344827586207
4.01091,-0.0,0.9458344827586207
4.0122,-0.0,0.9458344827586207
4.01348,-0.0,0.9458344827586207
4.01413,-0.0,0.9458344827586207
4.01477,-0.0,0.9458344827586207
4.01606,-0.0,0.9458344827586207
4.0167,-0.0,0.9458344827586207
4.01734,-0.0,0.9458344827586207
4.01863,-0.0,0.9458344827586207
4.01927,-0.0,0.9458344827586207
