voltage,current,SOC
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
4.0315,-0.0,0.9
3.94061,1.38417,0.8999862068965517
3.88721,1.43153,0.8999724137931034
3.85762,1.44378,0.8999586206896552
3.83382,1.44868,0.8999448275862069
3.81773,1.4495,0.8999310344827586
3.80937,1.4495,0.8999172413793104
3.801,1.4495,0.8999034482758621
3.79521,1.4495,0.8998896551724138
3.79071,1.4495,0.8998758620689655
3.78749,1.45032,0.8998620689655172
3.78428,1.45032,0.899848275862069
3.78235,1.45032,0.8998310344827586
3.78042,1.45032,0.8998172413793103
3.77913,1.4495,0.8998068965517241
3.77784,1.4495,0.8997896551724138
3.77656,1.45032,0.8997758620689655
3.77527,1.45032,0.8997620689655172
3.77463,1.4495,0.899748275862069
3.77334,1.4495,0.8997344827586207
3.7727,1.45032,0.8997206896551724
3.77205,1.4495,0.8997068965517241
3.77141,1.4495,0.8996931034482759
3.77077,1.45032,0.8996793103448276
3.77012,1.45032,0.8996655172413793
3.76948,1.4495,0.899651724137931
3.76884,1.45032,0.8996379310344828
3.76819,1.4495,0.8996241379310345
3.76755,1.45032,0.8996103448275862
3.76755,1.4495,0.899596551724138
3.76691,1.4495,0.8995827586206897
3.76626,1.45032,0.8995689655172414
3.76626,1.4495,0.8995551724137931
3.76562,1.45032,0.8995413793103448
3.76562,1.45032,0.8995275862068965
3.76498,1.4495,0.8995137931034483
3.76433,1.45032,0.8995
3.76433,1.4495,0.8994862068965517
3.76369,1.4495,0.8994724137931034
3.76305,1.45032,0.8994586206896552
3.76305,1.4495,0.8994448275862069
3.7624,1.4495,0.8994310344827586
3.7624,1.45032,0.8994172413793103
3.76176,1.45032,0.899403448275862
3.76176,1.4495,0.8993896551724138
3.76112,1.45032,0.8993758620689655
3.76112,1.4495,0.8993620689655173
3.76047,1.4495,0.899348275862069
3.76047,1.45032,0.8993344827586207
3.75983,1.4495,0.8993172413793104
